mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,record_scan,10000,64,10,5,cosine,191.461,0.519,0.826,0.826,0.037,0.153,0.171,0.000084,10000,10000,1805,361.00,333880,66776.00,10488,10,7470138,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-3206db4f-020b-40e2-a191-77c4cc1cbd65
