mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,optimized_store,100000,64,10,3,cosine,1646.288,4.050,4.095,4.095,0.038,0.449,1.524,0.000361,100000,100000,162,54.00,38514,12838.00,11418,10,75000288,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-5eb73315-bd44-4ed7-a99b-c44563f928d3
