mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,optimized_store,1000000,64,10,1,cosine,22651.067,75.949,75.949,75.949,0.230,39.888,15.158,0.001458,1000000,1000000,54,54.00,12838,12838.00,11418,10,753001788,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-8d150c06-b60c-4e22-9445-d0acb2e8ea4b
