mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,record_scan,1000000,64,10,1,cosine,21652.617,166.348,166.348,166.348,4.853,67.342,15.367,0.000750,1000000,1000000,346,346.00,64196,64196.00,10508,10,753001788,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-231b59a0-dea5-4957-aff2-0e4338f6b87d
