mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,record_scan,100000,64,10,3,cosine,1739.288,15.013,15.433,15.433,0.644,5.702,1.621,0.000986,100000,100000,1218,406.00,225099,75033.00,10498,10,75000288,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-e9e34763-798e-4dc3-8b41-f04ee521e358
