mode,strategy,records,dim,top_k,searches,metric,insert_elapsed_ms,total_p50_ms,total_p95_ms,total_p99_ms,avg_read_vectors_ms,avg_similarity_ms,avg_top_k_heap_ms,avg_final_sort_ms,candidates_scanned,vectors_read,allocation_count_total,allocation_count_per_search,allocated_bytes_total,allocated_bytes_per_search,allocation_bytes_max,result_count,database_size_bytes,path
vector_profile,optimized_store,10000,64,10,5,cosine,219.001,0.415,0.499,0.499,0.005,0.057,0.155,0.000792,10000,10000,270,54.00,64190,12838.00,11418,10,7470138,/var/folders/sz/_zyvdd857j9d7kr_3f4_tkp40000gn/T/bicdb-vector-profile-aeee8e63-abd0-45aa-bc95-15fc7d0e6cbf
