2	9	2
3	16	2
4	10	3
5	5	7
6	15	10
7	1	7
8	12	4
9	7	6
10	1	10
11	12	3
12	6	1
13	1	9
14	6	1
15	1	6
16	12	9
17	6	2
18	1	10
19	12	2
20	6	1
21	1	5
22	12	7
23	6	3
24	1	7
25	12	8
26	6	10
27	1	2
28	12	4
29	7	1
30	1	9
31	12	10
32	7	7
33	1	10
