10572	4059	1184	1184	4	3386
10573	4059	1082	1082	1	3383
10574	4059	1082	1082	2	3384
10575	4059	1082	1082	3	3385
10576	4059	1082	1082	4	3386
10577	4605	1114	1114	1	4616
10578	4605	1114	1114	2	4617
10579	4605	1114	1114	3	4618
10580	4605	1114	1114	4	4619
10581	4605	1114	1114	5	4620
10582	4605	1114	1114	11	4637
10583	4605	1184	1184	1	4616
10584	4605	1184	1184	2	4617
10585	4605	1184	1184	3	4618
10586	4605	1184	1184	4	4619
10587	4605	1184	1184	5	4620
10588	4605	1184	1184	11	4637
10589	4605	1082	1082	1	4616
10590	4605	1082	1082	2	4617
10591	4605	1082	1082	3	4618
10592	4605	1082	1082	4	4619
10593	4605	1082	1082	5	4620
10594	4605	1082	1082	11	4629
10595	4576	1114	1114	1	4591
10596	4576	1114	1114	2	4592
10597	4576	1114	1114	3	4593
10598	4576	1114	1114	4	4594
10599	4576	1114	1114	5	4595
10600	4576	1114	1114	11	2039
10601	4576	1184	1184	1	4591
10602	4576	1184	1184	2	4592
10603	4576	1184	1184	3	4593
10604	4576	1184	1184	4	4594
10605	4576	1184	1184	5	4595
10606	4576	1184	1184	11	2039
10607	4576	1082	1082	1	4591
10608	4576	1082	1082	2	4592
10609	4576	1082	1082	3	4593
10610	4576	1082	1082	4	4594
10611	4576	1082	1082	5	4595
10612	4576	1082	1082	11	450
10613	4078	1186	1186	1	3383
10614	4078	1186	1186	2	3384
10615	4078	1186	1186	3	3385
10616	4078	1186	1186	4	3386
10617	4613	1186	1186	1	4616
10618	4613	1186	1186	2	4617
10619	4613	1186	1186	3	4618
10620	4613	1186	1186	4	4619
10621	4613	1186	1186	5	4620
10622	4613	1186	1186	11	4631
10623	4588	1186	1186	1	4591
10624	4588	1186	1186	2	4592
10625	4588	1186	1186	3	4593
10626	4588	1186	1186	4	4594
10627	4588	1186	1186	5	4595
10628	4588	1186	1186	11	1697
10629	4058	1266	1266	1	3383
10630	4058	1266	1266	2	3384
10631	4058	1266	1266	3	3385
10632	4058	1266	1266	4	3386
10633	4604	1266	1266	1	4616
10634	4604	1266	1266	2	4617
10635	4604	1266	1266	3	4618
10636	4604	1266	1266	4	4619
10637	4604	1266	1266	5	4620
10638	4604	1266	1266	11	4632
10639	4575	1266	1266	1	4591
10640	4575	1266	1266	2	4592
10641	4575	1266	1266	3	4593
10642	4575	1266	1266	4	4594
10643	4575	1266	1266	5	4595
10644	4575	1266	1266	11	1696
10645	4079	1560	1560	1	3383
10646	4079	1560	1560	2	3384
10647	4079	1560	1560	3	3385
10648	4079	1560	1560	4	3386
10649	4080	1562	1562	1	3383
10650	4080	1562	1562	2	3384
10651	4080	1562	1562	3	3385
10652	4080	1562	1562	4	3386
10653	4055	1700	1700	1	3383
10654	4055	1700	1700	2	3384
10655	4055	1700	1700	3	3385
10656	4055	1700	1700	4	3386
10657	4603	1700	1700	1	4616
10658	4603	1700	1700	2	4617
10659	4603	1700	1700	3	4618
10660	4603	1700	1700	4	4619
10661	4603	1700	1700	5	4620
10662	4603	1700	1700	11	4626
10663	4574	1700	1700	1	4591
10664	4574	1700	1700	2	4592
10665	4574	1700	1700	3	4593
10666	4574	1700	1700	4	4594
10667	4574	1700	1700	5	4595
10668	4574	1700	1700	11	432
10669	4081	2950	2950	1	3383
10670	4081	2950	2950	2	3384
10671	4081	2950	2950	3	3385
10672	4081	2950	2950	4	3386
10673	4614	2950	2950	1	4616
10674	4614	2950	2950	2	4617
10675	4614	2950	2950	3	4618
10676	4614	2950	2950	4	4619
10677	4614	2950	2950	5	4620
10678	4614	2950	2950	11	4628
10679	4589	2950	2950	1	4591
