mode,records,insert_without_indexes_ms,insert_with_indexes_ms,write_overhead_ms,index_build_ms,index_size_bytes,point_lookup_scan_ms,point_lookup_index_ms,point_lookup_rows,timestamp_range_scan_ms,timestamp_range_index_ms,timestamp_range_rows,metadata_equality_scan_ms,metadata_equality_index_ms,metadata_equality_rows,composite_lookup_scan_ms,composite_lookup_index_ms,composite_lookup_rows,order_by_scan_ms,order_by_index_ms,order_by_rows,database_size_bytes,path
indexes,100000,3745.482,11244.319,7498.837,685.233,930,349.868,1.781,391,287.086,45.548,10001,322.936,6.361,1562,325.892,1.972,391,312.692,0.085,10,94530713,/tmp/bicdb-index-report
